aggregation_level,service_mode,reporting_group,measure_group,measure,category,weighted_percent,ObjectId
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.013188261,7744
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Fare Product,Pay-as-you-go,0.318021397,7745
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Fare Product,Monthly Pass,0.424733002,7746
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.166557454,7747
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.13340667,7748
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.058072322,7749
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Race,Black or African American,0.182190071,7750
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Access Mode,Access to First MBTA Service,The RIDE,0.004859115,7751
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Fare Product,7-day Pass,0.145244521,7752
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Fare Product,Pay-as-you-go,0.351024957,7753
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Hispanic or Latino/Latina,No,0.8203607,7754
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.124651508,7755
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Access Mode,Access to First MBTA Service,Drove Alone,0.012896903,7756
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Race,Middle Eastern or North African,0.03817233,7757
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0,7758
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Race,White,0.605671605,7759
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Race,Other,0.041186087,7760
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Race,Prefer not to say,0.008684721,7761
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Title VI Minority,Yes,0.499350763,7762
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Race and Ethnicity,Title VI Minority,No,0.500649237,7763
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.032458566,7764
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Frequency,5 days per week,0.297761236,7765
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.321129098,7766
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.108910137,7767
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.104281144,7768
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Frequency,Less than once per month,0.135459819,7769
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.579213504,7770
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.022018086,7771
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.129377963,7772
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.121801244,7773
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.147589203,7774
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Access Mode,Access to First MBTA Service,Private Shuttle or Other Transit,0.029859668,7775
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Access Mode,Access to First MBTA Service,Taxi or Rideshare Company,0.060920329,7776
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.026454638,7777
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Access Mode,Access to First MBTA Service,The RIDE,0.004316365,7778
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,Different MBTA Service,0.426730912,7779
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,Drive Alone,0.406443805,7780
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.173958434,7781
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,Walk,0.312178667,7782
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.042118486,7783
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0,7784
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0,7785
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Alternative Mode,Other,0,7786
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Different MBTA Service,0.359559113,7787
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Fare Product,Student Pass (M7),0.021804454,7788
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Drive Alone,0.366819811,7789
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Fare Product,Semester Pass,0.029829217,7790
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Hispanic or Latino/Latina,Prefer not to say,0.013081846,7791
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.282036521,7792
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Fare Product,7-day Pass,0.181371219,7793
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Trip Purpose and Frequency,Trip Purpose,Home-based Other,0.144811343,7794
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Fare Product,1-day Pass,0.022584251,7795
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,American Indian or Alaska Native,0.018567919,7796
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Walk,0.074478515,7797
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Fare Product,Student Pass (M7),0.00234128,7798
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Trip Purpose and Frequency,Trip Purpose,Non-home Based,0.101368317,7799
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Asian,0.159556901,7800
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Fare Product,Other,0.003948447,7801
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Used Alternative Mode,No,0.882253655,7802
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.206555979,7803
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Fare Product,Semester Pass,0.031540339,7804
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Cars per Capita,0,0.45913881,7805
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Black or African American,0.172911602,7806
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Full Fare,0.828176993,7807
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Alternative Modes,Used Alternative Mode,Yes,0.117746345,7808
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0.044634437,7809
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Fare Product,1-day Pass,0.008989202,7810
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Cars per Capita,Strictly between 0 and 0.5,0.244863183,7811
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.097580861,7812
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Fare Product,Monthly Pass,0.468980187,7813
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Cars per Capita,Strictly between 0.5 and 1,0.041937108,7814
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Student (S-Card or M7),0.025848742,7815
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Reduced Fares,Full Fare,0.877753971,7816
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.023322044,7817
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Middle Eastern or North African,0.027126476,7818
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.045635955,7819
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Native Hawaiian or other Pacific Islander,0.00427728,7820
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Reduced Fares,Student (S-Card or M7),0.026380007,7821
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,White,0.628919005,7822
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Alternative Mode,Other,0,7823
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Reduced Fares,Senior CharlieCard,0.026879988,7824
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Senior CharlieCard,0.01410664,7825
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Other,0.03444224,7826
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Fare Product,Pay-as-you-go,0.326498541,7827
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Used Alternative Mode,No,0.872514507,7828
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Cars per Capita,1 or more,0.080910444,7829
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Reduced Fares,Youth Pass,0.002872909,7830
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Youth Pass,0.016591996,7831
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Race,Prefer not to say,0.02774084,7832
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Fare Product,7-day Pass,0.13459571,7833
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Alternative Modes,Used Alternative Mode,Yes,0.127485493,7834
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Usable Cars,0,0.446641511,7835
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Reduced Fares,Transportation Access Pass (TAP),0.007263976,7836
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Transportation Access Pass (TAP),0.011262156,7837
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Blind Access CharlieCard,0.000414826,7838
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Fares,Reduced Fares,Other Reduced or Free Fare,0.006017786,7839
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,Less than 30% of Area Median Income,0.180532185,7840
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,30% to 60% of Area Median Income,0.279933689,7841
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,60% to 80% of Area Median Income,0.205021799,7842
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,80% to 100% of Area Median Income,0.11286523,7843
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,100% to 140% of Area Median Income,0.067636343,7844
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,140% to 200% of Area Median Income,0.029617606,7845
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,200% or more of Area Median Income,0.015937913,7846
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Household Income,Prefer not to say,0.108455234,7847
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Title VI Low-Income,Yes,0.746443363,7848
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Income,Title VI Low-Income,No,0.253556637,7849
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Ability to Understand English,Always,0.924606935,7850
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Ability to Understand English,Often,0.040042948,7851
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Ability to Understand English,Sometimes,0.026410374,7852
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Ability to Understand English,Never,0.005517338,7853
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Ability to Understand English,Prefer not to say,0.003422405,7854
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Age,Under 18,0.02746799,7855
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Age,18 to 25,0.33828665,7856
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Age,26 to 34,0.341697662,7857
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Age,35 to 44,0.18251981,7858
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Age,45 to 64,0.091639171,7859
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Age,65 or older,0.018388717,7860
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Gender,Woman,0.580855999,7861
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Gender,Man,0.393185945,7862
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Gender,Non-Binary,0.020684271,7863
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Other Demographics,Gender,Prefer not to say,0.005273785,7864
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Race and Ethnicity,Hispanic or Latino/Latina,Yes,0.180109332,7865
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Usable Cars,1,0.354439138,7866
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Usable Cars,2,0.164112205,7867
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Park Street,Vehicles,Usable Cars,3 or more,0.034807146,7868
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Access Mode,Access to First MBTA Service,Walked,0.966323697,7869
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Access Mode,Access to First MBTA Service,Carpooled or Dropped off by Personal Vehicle,0.011095534,7870
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Access Mode,Access to First MBTA Service,"Bike, Scooter or Other Micromobility",0.016935577,7871
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Access Mode,Access to First MBTA Service,The RIDE,0.005645192,7872
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Different MBTA Service,0.353576914,7873
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Drive Alone,0.166670204,7874
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Taxi or Rideshare Company,0.310808941,7875
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Walk,0.149925058,7876
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Drive or Ride in a Carpool,0.107080261,7877
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,"Bike, Scooter, or Other Micromobility",0,7878
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Fare Product,Student Pass (M7),0.027498277,7879
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Private Shuttle or Other Transit,0.029794972,7880
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Fare Product,Semester Pass,0.0340391,7881
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Alternative Mode,Other,0,7882
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Fare Product,1-day Pass,0.008388184,7883
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Used Alternative Mode,No,0.85573806,7884
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Reduced Fares,Full Fare,0.774286351,7885
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Alternative Modes,Used Alternative Mode,Yes,0.14426194,7886
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.10703556,7887
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Fares,Fare Product,Monthly Pass,0.425479298,7888
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Reduced Fares,Student (S-Card or M7),0.056167906,7889
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Fares,Fare Product,Pay-as-you-go,0.347282193,7890
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Reduced Fares,Senior CharlieCard,0.013337816,7891
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Reduced Fares,Youth Pass,0.010076724,7892
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Fares,Reduced Fares,Transportation Access Pass (TAP),0.039095643,7893
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,Less than 30% of Area Median Income,0.134858129,7894
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,30% to 60% of Area Median Income,0.296475817,7895
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,60% to 80% of Area Median Income,0.132430144,7896
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,80% to 100% of Area Median Income,0.110603205,7897
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,100% to 140% of Area Median Income,0.129735038,7898
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,140% to 200% of Area Median Income,0.061683046,7899
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Fares,Fare Product,7-day Pass,0.168621055,7900
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Title VI Minority,Yes,0.49216846,7901
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Fare Product,Monthly Pass,0.414340476,7902
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Race and Ethnicity,Title VI Minority,No,0.50783154,7903
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,200% or more of Area Median Income,0.034172271,7904
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Fares,Fare Product,Student Pass (M7),0.01524068,7905
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Frequency,6 to 7 days per week,0.05486023,7906
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Fares,Reduced Fares,Other Reduced or Free Fare,0.013213195,7907
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Frequency,5 days per week,0.28304269,7908
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,Less than 30% of Area Median Income,0.176221023,7909
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Household Income,Prefer not to say,0.10004235,7910
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Frequency,3 to 4 days per week,0.306939498,7911
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Prudential,Fares,Fare Product,Semester Pass,0.019805003,7912
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,30% to 60% of Area Median Income,0.317433474,7913
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Fare Product,Pay-as-you-go,0.38415368,7914
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Title VI Low-Income,Yes,0.626434022,7915
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Frequency,1 to 2 days per week,0.121108939,7916
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Fare Product,7-day Pass,0.117838545,7917
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,60% to 80% of Area Median Income,0.167718624,7918
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Fare Product,Student Pass (M7),0.018468455,7919
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Frequency,1 to 3 days per month,0.099041109,7920
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,80% to 100% of Area Median Income,0.118351363,7921
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Fare Product,Semester Pass,0.019877414,7922
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Income,Title VI Low-Income,No,0.373565978,7923
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Fare Product,1-day Pass,0.036176915,7924
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Other Demographics,Ability to Understand English,Always,0.939516604,7925
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Fare Product,Other,0.009144515,7926
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Other Demographics,Ability to Understand English,Often,0.043938052,7927
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Reduced Fares,Full Fare,0.82332227,7928
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Frequency,Less than once per month,0.135007534,7929
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Reservoir to Newton Highlands,Other Demographics,Ability to Understand English,Sometimes,0.016545344,7930
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,100% to 140% of Area Median Income,0.068904554,7931
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Reduced Fares,Full Fare - Subsidized by Employer,0.104772177,7932
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Trip Purpose,Home-based Work,0.498307276,7933
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,140% to 200% of Area Median Income,0.01794394,7934
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Reduced Fares,Student (S-Card or M7),0.012261462,7935
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Trip Purpose,Home-based School,0.124125609,7936
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,200% or more of Area Median Income,0.011730125,7937
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Reduced Fares,Senior CharlieCard,0.020803832,7938
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Trip Purpose and Frequency,Trip Purpose,Home-based Social Activity,0.106194307,7939
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,Saint Mary's Street to Coolidge Corner,Income,Household Income,Prefer not to say,0.121696897,7940
Reporting Group,Rapid Transit or Bus Rapid Transit - Green Line,North Station,Fares,Reduced Fares,Youth Pass,0.009545698,7941
